data
6
X
Y
v1
v2
v3
v4
   7480.6000        5784.0000      -0.90070890       -2.1111421       0.72468794      -0.98932313    
   7309.6000        6280.0000        1.2078132        1.2078132       0.30195323E-01  -0.71589594    
   7608.0000        5770.5000       -1.2812312      -0.15097665       -1.0870319       0.48312530    
   6198.3000        6607.2000      -0.36234397       0.70533872       -2.4825645       0.74417181    
   7214.3000        5908.8000       0.78507861        1.3285946       0.56039699       -1.2682039    
   7611.0000        6299.4000      -0.65466310      -0.72468795       0.18117198       0.10657893    
   7600.8000        5746.2000       -1.0981594      -0.74940201E-08  -0.92388975E-08   0.24749324    
   7594.0000        6107.2000       -1.3703226       -1.4318909        1.5220045      -0.18788070    
   7005.6000        6391.4000        1.3220248       0.92912349       0.10082886       0.30781048    
   7428.0000        6339.0000       0.36570435       0.36234390E-01  -0.66429728       0.59634484    
   7030.6000        5834.8000        1.3906117        2.0384187       0.72468795      -0.45530373    
   6413.5000        6414.9000       -1.1300163      -0.21447863E-07  -0.83506371        1.4292457    
   7039.6000        5945.4000        1.9602298        1.3285946        1.4107209      -0.54813592    
   7638.3000        5822.4000       -1.8052971       0.58051731      -0.30195332       0.90585992    
   6907.4000        6049.7000       -1.5387491       -2.3756883       0.45292997      -0.66927425    
   6520.4000        6341.4000      -0.18117199       -1.6969248       0.98496269      -0.72544254    
   7043.3000        5821.1000        1.2662747        1.6268877        1.7198700       -1.0505732    
   7570.3000        6364.6000      -0.42492312      -0.30195332       -1.0619511       0.82464830    
   7292.7000        6209.3000      -0.18117199      -0.68308851       -1.3200993       0.98329384    
   7304.7000        6092.3000      -0.90126011       -1.4862811       0.24156265      -0.97339964    
   6187.1000        6502.6000       0.86298366        1.2923602      -0.36234398       0.18759591    
   6574.6000        6367.5000       -1.1207364      -0.60390662       0.42273463       0.68538172E-01
   7685.0000        6466.8000       -1.6862614       -1.3884727       0.36234396      -0.66719305E-01
   7803.6000        5899.7000       -1.0768424      -0.77269445        1.1841571      -0.35355639    
   6841.6000        6356.0000      -0.41997632      -0.89251159       0.10082887      -0.38620785    
   6502.6000        6198.8000      -0.18017703       -1.1899873       0.56039700      -0.72544253    
   6233.2000        6516.3000       0.90585995        1.8155195      -0.59173363       0.13192420    
   7178.3000        5784.5000        1.3906116        1.2802820        1.4869519       -1.3285946    
   7009.6000        6583.2000        1.3756298       0.70533873       0.30195329E-01   0.25243261    
   7509.5000        6043.1000        2.2004009        1.5303878        1.6668439       -1.0052466    
   7515.4000        6443.3000       0.27387115       0.60390674E-01  -0.30195332       0.40596284    
   6964.7000        5918.7000        1.3409579        2.2525094        1.2644708      -0.72544253    
   6766.6000        6371.5000      -0.68241782       -1.0958203       0.78507862      -0.27812570    
   8383.3000        5897.8000      -0.72430800      -0.47232895        1.8385174       -2.1740638    
   7062.4000        6745.7000       0.78507862       0.12078132      -0.84192624        1.5097665    
   6471.8000        6807.7000      -0.60390657E-01   0.20395797       -1.3285946        1.2682039    
   6645.5000        6421.0000       -1.6656600       -1.4140002       0.60390655E-01  -0.63629106    
   7165.1000        6513.6000        1.8786816        1.9329572      -0.24156264      -0.13735484    
   7506.3000        6316.9000       0.60390660E-01  -0.24156266       -1.1480547        1.2319695    
   7920.4000        6510.7000       -2.3835697       -1.1878973      -0.11539105E-08   -2.4807442    
   6656.3000        6588.3000       0.66429729        1.3889852       0.94479559       0.23767339    
   7276.8000        6027.9000       -1.3271966       -1.6140499       0.42273463      -0.87052216    
   7928.1000        6078.7000      -0.24299041      -0.36234396       0.94479557      -0.42273463    
   6780.4000        6618.9000       0.44286486       0.36234398E-01   -1.5686745       0.76365564    
   7412.2000        6212.7000      -0.67547342      -0.84698919      -0.12078132      -0.80252649E-01
   7164.8000        5640.5000       0.76998095        1.0928194        1.1841570      -0.30326894    
   7891.9000        6272.8000       -1.1504324       -1.0017543       0.36234396       0.23489131    
   6865.0000        6682.2000       0.70455773       0.33214864      -0.30195331       0.66843849    
   7216.3000        6089.0000       -3.0195331      -0.60390663       0.30195323E-01   0.12080576    
   7850.3000        5937.6000      -0.24102817      -0.45511395      -0.72360810       0.51010462    
   7722.4000        6424.2000      -0.93910584       -1.9515226      -0.36234397       0.43315296    
   6974.3000        6758.6000       0.21136732       0.15873666       -1.0298116        2.2047230    
   6874.0000        6850.6000       0.70455774       0.12078133      -0.12078134       0.91922356    
   6519.6000        6525.2000      -0.66628579       0.86712609       -1.2127912        1.1055343    
   7263.7000        6564.4000       0.78507861       0.42273465      -0.48312530       0.76365564    
   6751.4000        6768.3000       0.21136732      -0.18117198      -0.24156263       0.63854116    
   6906.0000        6707.4000        1.0740626       0.20395797      -0.55088337       0.52397970    
   6834.8000        6210.6000      -0.60390663E-01  -0.60390662       0.78507861      -0.46833136    
   7254.0000        5783.6000        2.4038246       0.55712799        1.2421122       -1.8818235    
   7426.8000        5726.5000      -0.98935569      -0.72385281        1.0266413      -0.78326984    
   7179.9000        5715.6000        1.3050867        1.2279435        2.1230923       -1.3285946    
   7531.6000        6347.3000       0.38471443      -0.12078133       -1.5290151       0.93258720    
   7239.9000        6476.9000       0.46299509       0.60390662       -1.4434381       0.72468795    
   6425.8000        6220.5000      -0.95356235       -1.2855934       0.10082887      -0.87052215    
   6991.8000        5820.6000      -0.11610875        2.4943258       0.36234398      -0.84546925    
   7541.0000        5887.8000       0.58377639        3.0195330       0.24156265      -0.96492682E-01
   7068.1000        6489.5000       0.98011003       0.78317457      -0.96625060      -0.93567742    
   6812.3000        6132.1000       -1.0312954      -0.70684107       0.84546927      -0.62878837    
   7097.3000        6124.7000        1.5261574       0.90585993        1.0266413      -0.62878838    
   6778.9000        6360.6000      -0.84556419      -0.90585993       0.60390663      -0.29769991    
   7426.9000        5668.3000      -0.96532134      -0.20130221        1.0870319       0.37408438E-01
   6402.6000        6306.6000      -0.60390665E-01   -1.0438931       0.66429729       -1.4493759    
   6914.1000        6501.5000        1.1186458       0.83086865       0.21136732       0.38675950    
   6796.6000        6315.9000       -1.5700444       -1.2674034       0.42273463      -0.87052214    
   7979.6000        6159.2000      -0.57800782      -0.42601024       0.84546927       -1.1218656    
   7667.0000        5978.1000      -0.73904799       -1.0617276      -0.58630553        1.9825639    
   7296.3000        6372.4000        1.4931196       0.91283900      -0.12078132      -0.73866022    
   7527.7000        5956.5000        1.5460153        1.0524381        1.2853714       -1.2078133    
   7730.9000        6169.7000       0.27387115       0.60390664E-01   0.45292997      -0.11815178E-01
   7532.1000        6582.9000       0.44286486      -0.12078133      -0.60390670E-01   0.45335455    
   7540.9000        6696.6000       0.73978562       0.36234391E-01  -0.53540386       0.90585992    
   6254.8000        6847.0000       0.14493759        1.9503046      -0.86624594       0.76744296E-01
   6878.2000        6706.6000       0.30458258       0.49373934      -0.96625060        1.5701572    
   6289.3000        6871.7000      -0.35377623       0.86008358       -1.5657409       0.42677352    
   7166.4000        6650.1000       0.30458259       0.42273465      -0.60422179        1.0705155    
   6998.4000        6745.0000       0.63410197       0.60390660E-01   -1.0684775        2.0605265    
   6957.7000        6392.3000       0.72468796       0.20395797      -0.72468795        1.4493759    
   7824.6000        6286.3000      -0.69119236      -0.79164510       0.72468795       -1.3285946    
   6496.5000        6249.2000      -0.23814516       -1.8649518       0.60390662      -0.23944259    
